body_count,shape_count,invalid_transform_count,below_floor_count,out_of_bounds_count,case_status,metric_status,completed_step_count,physics_elapsed_ms
10005,10005,0,0,11,ok,ok,300,3742.049500000
10005,10005,0,0,11,ok,ok,300,3619.092600000
10005,10005,0,0,11,ok,ok,300,3755.132000000
10005,10005,0,0,11,ok,ok,300,3690.859200000
10005,10005,0,0,11,ok,ok,300,3675.711500000
10005,10005,0,0,11,ok,ok,300,3742.797400000
10005,10005,0,0,11,ok,ok,300,3656.062800000
10005,10005,0,0,11,ok,ok,300,3794.485900000
10005,10005,0,0,11,ok,ok,300,3793.781200000
10005,10005,0,0,11,ok,ok,300,3780.715100000
